Title,Price
"APPLE MacBook Pro (2023), Notebook mit 14 Zoll Display, Apple M3 Max Chip, 36 GB RAM, 30-Core GPU, 1 TB SSD, Space Schwarz","3999,00€"
"LENOVO IdeaPad Gaming 3, Gaming-Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7535HS  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 2050, Onyx Grey, Windows 11 Home (64 Bit)","879,99€"
"HP Victus Gaming Laptop 15-fb0354ng, Gaming Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,5600H Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ RX 6500M, Mica Silver, Windows 11 Home (64 Bit)","899,00€"
"ACER Predator Helios Neo 16 (PHN16-71-976B) mit 165 Hz Display mit RGB Tastaturbeleuchtung, Gaming Notebook, mit 16,0 Zoll Display, Intel® Core™ i9,i9-13900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Obsidian Black, Windows 11 Home (64 Bit)","1999,00€"
"ASUS VivoBook 17X (K3704VA-AU068W), Notebook, mit 17,3 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i9,i9-13900H (Evo) Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Schwarz, Windows 11 Home (64 Bit)","1099,00€"
"ACER Aspire 3 (A317-53-76NV), Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-1165G7 Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Pure Silver, Windows 11 Home (64 Bit)","819,00€"
"MICROSOFT Surface Pro, Copilot+ PC, 11. Edition, Convertible, mit 13 Zoll Display, Qualcomm Snapdragon X Plus, 16 GB RAM, 512 GB SSD, Qualcomm Adreno™ Onboard Graphics, Sand, Windows 11 Home (64 Bit)","1449,00€"
"ACER Aspire 5 (A517-53G-76EE) mit Tastaturbeleuchtung, Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-1260P Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 2050, Steel Gray, Windows 11 Home (64 Bit)","1079,00€"
"LENOVO LOQ 15, Gaming Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 7,7840HS  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Storm Grey, Windows 11 Home (64 Bit)","1519,00€"
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 16 GB RAM, 256 GB SSD, Intel® Iris® Xe, Platin, Windows 11 Home (64 Bit)","1149,00€"
"ASUS ROG Zephyrus Duo 16 GX650PZ-NM030W, Gaming Notebook, mit 16 Zoll Display, AMD Ryzen™ 9,7945HX  Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Schwarz, Windows 11 Home (64 Bit)","4299,00€"
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 15 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Graphit, Windows 11 Home (64 Bit)","2039,00€"
"MICROSOFT Surface Laptop Go 3, Notebook, mit 12,45 Zoll Display Touchscreen, Intel® Core™ i5,i5-1235U Prozessor, 8 GB RAM, 256 GB SSD, Intel® Iris® Xe, Salbei, Windows 11 Home (64 Bit)","859,99€"
"APPLE MacBook Pro (2023), Notebook mit 16 Zoll Display, Apple M3 Pro Chip, 18 GB RAM, 18-Core GPU, 512 GB SSD, Silber","2999,00€"
"ASUS VivoBook 17 (M1702QA-AU108W), Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 5,5600H Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","649,00€"
"LENOVO Yoga Slim 7x, Copilot+ PC, Copilot+ PC, mit 14,5 Zoll Display, Qualcomm Snapdragon X Elite,X1E78100 Prozessor, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Cosmic Blue, Windows 11 Home (64 Bit)","1499,00€"
"ASUS ROG Strix G16 G614JZR-N4031W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-14900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Schwarz/Grau, Windows 11 Home (64 Bit)","2889,00€"
"HUAWEI Matebook D16 2024, Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13900H Prozessor, 16 GB RAM, 1 TB SSD Iris® Xe, Space Gray, Windows 11 Home (64 Bit)","1399,00€"
"APPLE MacBook Air (2024), MRYR3D/A, Notebook, mit 15,3 Zoll Display, M3 Prozessor, 8 GB RAM, 256 GB SSD, Polarstern, macOS","1599,00€"
"PEAQ Classic PNB C150V-2G428D, Notebook, mit 15,6 Zoll Display, Intel® Pentium® Silver,N5030 Prozessor, 4 GB RAM, 128 GB SSD, Intel® UHD 605, Grau, Windows 10 Pro (64 Bit)","279,00€"
"LENOVO IdeaPad 3i, Notebook, mit 15,6 Zoll Display, Intel® Core™ i3,i3-1215U Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Arctic Grey, Windows 11 Home (64 Bit)","449,00€"
"APPLE MacBook Air (2024), MRYR3D/A, Notebook, mit 15,3 Zoll Display, M3 Prozessor, 8 GB RAM, 256 GB SSD, Polarstern, macOS","1599,00€"
"PEAQ Classic PNB C150V-2G428D, Notebook, mit 15,6 Zoll Display, Intel® Pentium® Silver,N5030 Prozessor, 4 GB RAM, 128 GB SSD, Intel® UHD 605, Grau, Windows 10 Pro (64 Bit)","279,00€"
"LENOVO IdeaPad 3i, Notebook, mit 15,6 Zoll Display, Intel® Core™ i3,i3-1215U Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Arctic Grey, Windows 11 Home (64 Bit)","449,00€"
"GIGABYTE AORUS 16X, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-13650HX  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Midnight Grey, Windows 11 (64 Bit)","1399,00€"
"ACER Nitro 5 (AN515-57-57SB) mit 144 Hz Display & RGB Tastaturbeleuchtung, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-11400H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3060, Schwarz/Rot, Windows 11 Home (64 Bit)","1199,00€"
"MICROSOFT Surface Laptop, Copilot+ PC, 7. Edition, Copilot+ PC, mit 15 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Platin, Windows 11 Home (64 Bit)","2029,00€"
"ASUS ROG Flow X13 GV302XI-MU008W, Convertible, mit 13,4 Zoll Display Touchscreen, AMD Ryzen™ 9,7940HS Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Off Black, Windows 11 Home (64 Bit)","2499,00€"
"MSI Prestige 16 AI Studio B1VFG-009, Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 9,Ultra 9 185H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Stellar Gray, Windows 11 Pro (64 Bit)","2549,00€"
"ACER Chromebook Spin 514 (CP514-1H-R9PJ), Chromebook, mit 14 Zoll Display Touchscreen, AMD Athlon™ Silver,3050C Prozessor, 4 GB RAM, 64 GB eMMC, AMD Radeon™ Onboard Graphics, Silber, Google Chrome OS","549,00€"
"MICROSOFT Surface Laptop Studio 2, Notebook, mit 14,4 Zoll Display Touchscreen, Intel® Core™ i7,i7-13700H  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Platin, Windows 11 Home (64 Bit)","2719,00€"
"ASUS ROG Zephyrus G16 GU605MV-QP101W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz/Grau, Windows 11 Home (64 Bit)","2199,00€"
"MICROSOFT Surface Laptop Studio 2, Notebook, mit 14,4 Zoll Display Touchscreen, Intel® Core™ i7,i7-13700H Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Platin, Windows 11 Home (64 Bit)","2239,00€"
"ASUS ROG Flow X13 GV302XV-MU001W, Convertible, mit 13,4 Zoll Display Touchscreen, AMD Ryzen™ 9,7940HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1999,00€"
"HP 15s-eq2356ng, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,5500U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","499,00€"
"ACER Chromebook 317 (CB317-1H-C680), Chromebook, mit 17,3 Zoll Display, Intel® Celeron®,N5100 Prozessor, 8 GB RAM, 128 GB eMMC, Intel® UHD Graphics, Sparkly Silver, Google Chrome OS","479,00€"
"HP Spectre x360 16-f2375ng, Convertible, mit 16 Zoll Display Touchscreen, Intel® Core™ i7 i7-1360P Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc™ 3 A370M, Schwarz, Windows 11 Home (64 Bit)","2099,00€"
"HP OMEN 17-db0379ng, Gaming Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 7,8845HS Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1999,00€"
"ASUS ROG Flow X13 GV302XU-MU001W, Convertible, mit 13,4 Zoll Display Touchscreen, AMD Ryzen™ 9,7940HS  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Schwarz, Windows 11 Home (64 Bit)","1999,00€"
"HP Pavilion 16-ag0375ng, Notebook, mit 16 Zoll Display Touchscreen, AMD Ryzen™ 7,8840U Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ 780M, Blau, Windows 11 Home (64 Bit)","999,00€"
"HP OmniBook X 14-FE0370NG, Copilot+ PC, Copilot+ PC, mit 14 Zoll Display Touchscreen, Qualcomm Snapdragon X Elite,X1E-78-100 (12C) Prozessor, 16 GB RAM, 1 TB SSD, Qualcomm Adreno™ Onboard Graphics, Meteor Silver Aluminium, Windows 11 Home (64 Bit)","1299,00€"
"MEDION ERAZER Defender P50 (MD62646) mit 165 Hz QHD Display und RGB Tastatur, Gaming Laptop, mit 17,3 Zoll Display, Intel® Core™ i5,13420H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1399,00€"
"ASUS ROG Strix G18 G814JU-N5008W, Notebook, mit 18 Zoll Display, Intel® Core™ i7,i7-13650HX Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Schwarz/Grau, Windows 11 Home (64 Bit)","1899,00€"
"GIGABYTE AORUS 17H BXF-74DE554SH, Gaming Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-13700H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Schwarz, Windows 11 Home (64 Bit)","2299,00€"
"ASUS Vibe CX55 Flip CX5501FEA-NA0275, Gaming Chromebook, mit 15,6 Zoll Display Touchscreen, Intel® Core™ i3,i3-1115G4 Prozessor, 8 GB RAM, 128 GB SSD, Intel® UHD Graphics, Grau, Google Chrome OS","699,00€"
"RAZER Blade 16 (2024) mit OLED Display, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9, i9-14900HX Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4090, Schwarz, Windows 11 Home (32 bit)","4849,00€"
"RAZER Blade 15 CH9-NT, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-13800H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","3199,99€"
"LENOVO IdeaPad 5i, Chromebook Plus, mit 16 Zoll Display, Intel® Core™ i3,1215U Prozessor, 8 GB RAM, 256 GB SSD, Intel® UHD Graphics, Stone Blue, Google Chrome OS","669,99€"
"MSI STEALTH 15, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-13620H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Core Black, Windows 11 Home (64 Bit)","2349,00€"
"HP Pavilion x360 14-ek1375ng, Convertible, mit 14 Zoll Display Touchscreen, Intel® Core™ i7 i7-1355U Prozessor, 16 GB RAM, 1 TB SSD, Intel® UHD Graphics, Silber, Windows 11 Home (64 Bit)","999,00€"
"LENOVO Legion 9i, Gaming-Notebook, mit 16 Zoll Display, Intel® Core™ i9,14900HX Prozessor, 64 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4090, Carbon Black, Windows 11 Pro (64 Bit)","4969,00€"
"ASUS Zenbook S 13 OLED UX5304MA-NQ041W, Notebook, mit 13,3 Zoll Display, Intel® Core™ Ultra 7,155U Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Basalt Grey, Windows 11 Home (64 Bit)","1599,00€"
"SAMSUNG Galaxy Book4 Pro, Notebook, mit 14 Zoll Display Touchscreen, Intel® Core™ Ultra 7,155H Prozessor, 32 GB RAM, 512 GB SSD, Intel® Arc® GPU, Platinum Silver, Windows 11 Pro (64 Bit)","2199,00€"
"ASUS ZenBook Pro 14 Duo OLED UX8402VV-P1021W, Creator Notebook, mit 14,5 Zoll Display Touchscreen, Intel® Core™ i9,i9-13900H Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","3499,00€"
"ASUS VivoBook 16X OLED M3604YA-L2035W, Notebook, mit 16 Zoll Display, AMD Ryzen™ 7,7730U Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","1399,00€"
"HP Victus Gaming 16-r1354ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i5,i5-14500HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Silber, Windows 11 Home (64 Bit)","1299,00€"
"ASUS ROG Strix G16 G614JIR-N4030W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-14900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz/Grau, Windows 11 Home (64 Bit)","2499,00€"
"ASUS VivoBook 16X OLED M3604YA-L2035W, Notebook, mit 16 Zoll Display, AMD Ryzen™ 7,7730U Prozessor, 16 GB RAM, 1 TB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","1399,00€"
"HP Victus Gaming 16-r1354ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i5,i5-14500HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Silber, Windows 11 Home (64 Bit)","1299,00€"
"ASUS ROG Strix G16 G614JIR-N4030W, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-14900HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz/Grau, Windows 11 Home (64 Bit)","2499,00€"
"LENOVO LOQ 15IRX9, Gaming Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,13650HX Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Luna Grey, Windows 11 Home (64 Bit)","1499,00€"
"ACER Aspire 3 (A315-59-37BC), Notebook, mit 15,6 Zoll Display, Intel® Core™ i3,1215U  Prozessor, 16 GB RAM, 512 GB SSD, Intel® UHD Graphics, Pure Silver, Windows 11 Home (64 Bit)","499,00€"
"ASUS VivoBook Pro 15 OLED N6506MU-MA051X, Notebook, mit 15,6 Zoll Display, Intel® Core™ Ultra 7,155H Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4050, Cool Silver, Windows 11 Pro (64 Bit)","1899,00€"
"ACER Swift Go (SFG16-71-763T) mit OLED-Display, Notebook, mit 16,0 Zoll Display, Intel® Core™ i7,i7-1355U Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Pure Silver, Windows 11 Home (64 Bit)","1329,00€"
"MICROSOFT Surface Laptop Studio 2, Notebook, mit 14,4 Zoll Display Touchscreen, Intel® Core™ i7,i7-13700H  Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ A2000, Platin, Windows 11 Home (64 Bit)","4159,00€"
"LENOVO IdeaPad Gaming 3, Gaming-Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7535HS  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Onyx Grey, Windows 11 Home (64 Bit)","1169,00€"
"ASUS VivoBook S 15 OLED K5504VN-MA045W, Notebook, mit 15,6 Zoll Display, Intel® Core™ i9,i9-13900H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Arc™ 3 A350M, Schwarz, Windows 11 Home (64 Bit)","1799,00€"
"ACER Aspire 3 (A315-24P-R47H), Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 5,7520U  Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Pure Silver, Windows 11 Home (64 Bit)","579,00€"
"ACER 514 (CB514-2H-K7VE) mit Tastaturbeleuchtung, Chromebook, mit 14 Zoll Display, MediaTek MediaTek MT,ARM Cortex A76/A55 Prozessor, 4 GB RAM, 64 GB eMMC, Mediatek Mali-G57, Silber, Google Chrome OS","459,00€"
"HP Victus Gaming 16-s1375ng, Gaming Notebook, mit 16,1 Zoll Display, AMD Ryzen™ 7,8840H Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1798,99€"
"HP Victus Gaming 16-s0377ng, Gaming Notebook, mit 16,1 Zoll Display, AMD Ryzen™ 7,7840HS Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1599,00€"
"ACER Swift Go 14 OLED (SFG14-63-R6ZG) mit Tastaturbeleuchtung, Notebook, mit 14 Zoll Display, AMD Ryzen™ 7,8845HS Prozessor, 32 GB RAM, 1 TB SSD, AMD Radeon™ Onboard Graphics, Steel Gray, Windows 11 Home (64 Bit)","1199,00€"
"RAZER Blade 16, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i9,i9-13950HX Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4080, Mercury, Windows 11 Home (64 Bit)","4349,99€"
"APPLE MacBook Air (2023), MQKU3D/A, Notebook mit 15.3 Zoll Display, Apple M2 Prozessor, 8 GB RAM, 256 GB SSD, M 210-Core GPU, Polarstern","1599,00€"
"HP 15a-na0312ng, Chromebook, mit 15,6 Zoll Display, Intel® Celeron®,N4500 Prozessor, 4 GB RAM, 128 GB eMMC, Intel® UHD Graphics, Silber, Google Chrome OS","349,99€"
"GIGABYTE AERO 14, Creator Notebook, mit 14 Zoll Display, Intel® Core™ i7,i7 -13620H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Twilight Silver, Windows 11 (64 Bit)","1599,00€"
"MEDION AKOYA® E15415, Notebook, mit 15,6 Zoll Display, Intel® Core™ i5,i5-10210U Prozessor, 8 GB RAM, 512 GB SSD, Intel® UHD Graphics, Grau, Windows 11 Home (64 Bit)","549,99€"
"APPLE MacBook Air (2023), MQKP3D/A, Notebook mit 15.3 Zoll Display, Apple M2 Prozessor, 8 GB RAM, 256 GB SSD, M2 10-Core GPU, Space Grau","1599,00€"
"LENOVO IdeaPad 1i, Inkl. 1 Jahr Microsoft 365 Single, Notebook, mit 11,6 Zoll Display, Intel® Celeron®,N4020 Prozessor, 4 GB RAM, 64 GB eMMC, Intel® UHD 600, Eisblau, Windows 11 Home S-Modus (64 Bit)","369,00€"
"HP 15-fc0313ng, Notebook, mit 15,6 Zoll Display, AMD Athlon™ Gold,7220U Prozessor, 8 GB RAM, 256 GB SSD, AMD Radeon™ Onboard Graphics, Schwarz, Windows 11 Home (64 Bit)","499,00€"
"HP Victus Gaming Laptop 16-r0354ng, Notebook, mit 16,1 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i5,i5-13500H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4050, Schwarz, Windows 11 Home (64 Bit)","1249,00€"
"ACER Chromebook 314 (CB314-4H-345E), Chromebook, mit 14 Zoll Display, Intel® Core™ i3,i3-N305  Prozessor, 4 GB RAM, 128 GB eMMC, Intel® UHD Graphics, Pure Silver, Google Chrome OS","469,00€"
"ACER Aspire Vero (AV15-53P-74FH) mit Tastaturbeleuchtung, Notebook, mit 15,6 Zoll Display, Intel® Core™ i7,i7-1355U  Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Cypress Green, Windows 11 Home (64 Bit)","849,00€"
"HP Victus Gaming 16-r1356ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i5,i5-14500HX Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1399,00€"
"HP OMEN by HP 16-wf1377ng, Gaming Notebook, mit 16,1 Zoll Display, Intel® Core™ i7,i7-14700HX Prozessor, 32 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","1999,00€"
"HP ENVY 17-cw0352ng, Notebook, mit 17,3 Zoll Display, Intel® Core™ i5,i5-13500H Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","1099,00€"
"HP - B2B 470 G10, Business Notebook, mit 17,3 Zoll Display, Intel® Core™ i7,i7-1355U Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Asteroid Silver, Windows 11 Pro (64 Bit)","1213,80€"
"ASUS VivoBook 16X K3604VA-MB023W, Notebook, mit 16 Zoll Display, Intel® Evo™ Plattform, Intel® Core™ i5,i5-1340P (Evo) Prozessor, 16 GB RAM, 1 TB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","1099,00€"
"MSI RAIDER GE68 HX 13VG-037 I7-13 RTX4070, Gaming-Laptop, mit 16,0 Zoll Display, Intel® Core™ i7,i7-13700HX Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4070, Core Black, Windows 11 Home (64 Bit)","3499,00€"
"APPLE MacBook Air (2022), MLXX3D/A, Notebook mit 13,6 Zoll Display, Apple M2 Prozessor, 8 GB RAM, 512 GB SSD, M2, Space Grau","1429,00€"
"LENOVO IdeaPad 5 Pro, Notebook, mit 16 Zoll Display, AMD Ryzen™ 7,6800HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 3050 Ti, Storm Grey, Windows 11 Home (64 Bit)","1499,00€"
"ASUS ProArt StudioBook 16 OLED H7604JI-MY008W, Creator Notebook, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-13980HX Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","3499,00€"
"ASUS ZenBook Pro 16X OLED UX7602BZ-MY005W, Creator Notebook, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-13900H Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4080, Tech Black, Windows 11 Home (64 Bit)","4499,00€"
"LENOVO IdeaPad 5 Pro, Notebook, mit 16 Zoll Display, AMD Ryzen™ 7,6800HS Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 3050 Ti, Storm Grey, Windows 11 Home (64 Bit)","1499,00€"
"ASUS ProArt StudioBook 16 OLED H7604JI-MY008W, Creator Notebook, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-13980HX Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","3499,00€"
"ASUS ZenBook Pro 16X OLED UX7602BZ-MY005W, Creator Notebook, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-13900H Prozessor, 32 GB RAM, 2 TB SSD, NVIDIA GeForce RTX™ 4080, Tech Black, Windows 11 Home (64 Bit)","4499,00€"
"HP 17-cn2356ng, Notebook, mit 17,3 Zoll Display, Intel® Core™ i5,i5-1235U Prozessor, 16 GB RAM, 512 GB SSD, Intel® Iris® Xe, Silber, Windows 11 Home (64 Bit)","799,00€"
"HP Victus 16-d1376ng, Notebook, mit 16,1 Zoll Display, Intel® Core™ i7,i7-12700H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3060, Schwarz, Windows 11 Home (64 Bit)","1648,99€"
"HP OMEN 16-n0375ng, Gaming Notebook, mit 16,1 Zoll Display, AMD Ryzen™ 7,6800H Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 3070 Ti, Schwarz, Windows 11 Home (64 Bit)","2099,01€"
"HP 15s-eq2376ng, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 7,5700U Prozessor, 16 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Silber, Windows 11 Home (64 Bit)","698,99€"
"ASUS ROG Flow X16 GV601VI-NL016W, Convertible, mit 16 Zoll Display Touchscreen, Intel® Core™ i9,i9-13900H Prozessor, 32 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Schwarz, Windows 11 Home (64 Bit)","2999,00€"
"HP OMEN 16-xd0373ng, Notebook, mit 16,1 Zoll Display, AMD Ryzen™ 7,7840HS  Prozessor, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Windows 11 Home (64 Bit)","1699,00€"
"MICROSOFT Surface Laptop Studio 2, Notebook, mit 14,4 Zoll Display Touchscreen, Intel® Core™ i7,i7-13700H  Prozessor, 64 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Platin, Windows 11 Home (64 Bit)","3799,00€"
"ACER Predator Helios Neo 16 (PHN16-72-70UM) mit 240 Hz Display & RGB Tastaturbeleuchtung, Gaming Notebook, mit 16 Zoll Display, Intel® Core™ i7,i7-14700HX Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4070, Abyssal Black, Windows 11 Home (64 Bit)","1899,00€"
"ACER Swift Go 16 Pro Black Edition (SFG16-71-782M) mit 120 Hz Display mit Tastaturbeleuchtung, Notebook, mit 16 Zoll Display, Intel® Core™ i7,13620H  Prozessor, 32 GB RAM, 1 TB SSD, Intel® UHD Graphics, Ice Black, Windows 11 Pro (64 Bit)","1269,00€"
"APPLE MacBook Pro (2020) MYD92D/A, Notebook mit 13,3 Zoll Display, Apple M1 Prozessor, 8 GB RAM, 512 GB SSD, M1 GPU, Space Grau","1679,00€"
"ASUS TUF Gaming A15 FA507XV-HQ002W, Notebook, mit 15,6 Zoll Display, AMD Ryzen™ 9,7940HS  Prozessor, 16 GB RAM, 1 TB SSD, NVIDIA GeForce RTX™ 4060, Schwarz, Grau, Windows 11 Home (64 Bit)","1999,00€"
"LENOVO IdeaPad 3, Notebook, mit 17,3 Zoll Display, AMD Ryzen™ 7,5700U Prozessor, 8 GB RAM, 512 GB SSD, AMD Radeon™ Onboard Graphics, Arctic Grey, Windows 11 Home (64 Bit)","859,99€"
